Thread 1,12.461,12.697,12.886,12.205,11.662,10.238,11.5,11.111,11.863,10.153,11.677600000000002,
Thread 2,13.104,13.012,12.916,12.55,12.801,13.32,12.448,11.046,12.544,12.598,12.6339,
Thread 4,11.716,13.32,13.22,13.395,13.282,11.627,13.336,11.491,13.334,13.646,12.836699999999999,
Thread 8,14.82,15.456,15.711,15.309,13.976,15.169,16.161,21.632,15.475,16.283,15.999200000000002,
Thread 16,8.54002,9.34302,19.312,9.00902,17.493,17.403,17.673,17.133,17.221,18.247,15.137405999999999,
Thread 32,8.61101,8.97402,7.26801,16.755,6.94901,4.94101,4.96901,6.92101,13.473,8.69002,8.75511,
